system,split,formula,qm9_db_id,qm9_mol_id,basis,charge,spin,unit,atom,reference_ground_method,reference_excited_method,qsgw_bse_s1_ev,qsgw_bse_s1_h,qsgw_bse_singlet_energies_ev_json,qsgw_bse_singlet_energies_h_json,qsgw_bse_triplet_energies_ev_json,qsgw_bse_oscillator_strengths_json,qsgw_bse_transition_dipoles_raw_json,nroots_available,source_xyz_path,source_eexc_ss_path,source_eexc_st_path,source_osc_path,source_tdm_path,eomccsd_augccpvtz_s1_ev,eomccsd_augccpvtz_singlet_energies_ev_json,notes
qm9randdiv60_23300_C4H2F2N2,candidate,C4H2F2N2,23300,23809,def2-tzvp,0,0,Angstrom,"F  0.009047723900  0.011792011600  0.003852747000
C -0.001055211000  1.334564684500  0.010504806300
C -1.192432600000  2.052701617100  0.029611543400
N -1.242241990700  3.383583907800  0.036826020300
N -0.112881690800  4.084770640100  0.025533697900
C  1.057648325800  3.449711212600  0.007115837600
C  1.172656151100  2.063287938800 -0.001229892100
F  2.353534266700  1.467415784000 -0.019592537300
H -2.141641893800  1.526040530700  0.039412522100
H  1.950694098800  4.066850852700 -0.001505365100",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,4.25917921,0.15652194899214172,"[4.25917921, 4.70321293, 5.59390437, 6.21701495, 6.3426791]","[0.15652194899214172, 0.1728398872252763, 0.20557219391293435, 0.22847108536841362, 0.23308915770269342]","[3.30289252, 3.76105386, 4.2219083, 4.51899611, 4.76425246]","[0.00415884, 0.0, 0.00463053, 2.1e-07, 0.01728372]","[""-0.00661279"", ""0.00248659"", ""-0.50738134"", ""-0.00001187"", ""0.00006148"", ""-0.00001184"", ""0.24642000"", ""-0.39690669"", ""-0.00516626"", ""-0.00154048"", ""0.00252609"", ""0.00004656"", ""0.72016013"", ""0.44709310"", ""-0.00715868""]",5,QM9_xyz_files/mol_23809.xyz,E_exc_SS/mol_23809.dat,E_exc_ST/mol_23809.dat,osc_stren/mol_23809.dat,trans_dip_mom/mol_23809.dat,4.393085569117847,"[4.393085569117847, 4.734538429292911, 5.572928757410257]",geometry_matched_to_qm9_mol_23809; qm9_source=qm9randdiv60_23300_C4H2F2N2; generated=2026-07-15
qm9randdiv60_8448_C4N2O2,candidate,C4N2O2,8448,8720,def2-tzvp,0,0,Angstrom,"O -0.028781378300 -0.043360123600  0.000143130300
C -0.017450236200  1.156641139400  0.005628600500
C  1.211387233600  1.954313902300  0.001617221800
N  2.198413542200  2.555785319800 -0.001759751200
C -1.312520935600  1.988283983100  0.017646006800
O -1.301192406000  3.188285238500  0.023183916400
C -2.541359723500  1.190611242300  0.021605649300
N -3.528389476300  0.589145338000  0.024998116000",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,3.10701507,0.11418069781204525,"[3.10701507, 4.49512845, 5.56849654, 5.83543793, 6.28751098]","[0.11418069781204525, 0.16519292363000265, 0.2046384733824801, 0.21444838852560727, 0.23106176668698827]","[2.40723119, 3.78183602, 4.123298, 4.33749253, 5.17406403]","[7.519e-05, 0.0, 1.99e-06, 2e-08, 0.0]","[""0.00060102"", ""-0.00030897"", ""0.07988351"", ""-0.00032016"", ""-0.00020428"", ""0.00001797"", ""0.00017985"", ""-0.00024258"", ""-0.00971431"", ""0.00014836"", ""-0.00035551"", ""-0.00082337"", ""-0.00006685"", ""-0.00015055"", ""0.00007857""]",5,QM9_xyz_files/mol_8720.xyz,E_exc_SS/mol_8720.dat,E_exc_ST/mol_8720.dat,osc_stren/mol_8720.dat,trans_dip_mom/mol_8720.dat,3.222891242418585,"[3.222891242418585, 4.503916354370819, 6.413650776016248]",geometry_matched_to_qm9_mol_8720; qm9_source=qm9randdiv60_8448_C4N2O2; generated=2026-07-15
qm9randdiv60_3830_C2HN3O2,candidate,C2HN3O2,3830,3899,def2-tzvp,0,0,Angstrom,"O -0.204375609400 -0.019588137600  0.317058281300
C -0.858727879900  0.929957457300  0.192304566100
N -1.657519879000  1.840056539800  0.032508372400
C -1.511184070900  3.233498235700  0.138283358100
O -0.497505436500  3.806573581000  0.424712993700
N  3.017107052900  3.078080116500 -0.331748676600
N  2.162990476800  2.420973231600 -0.544792171600
H -2.462804103900  3.738999535700 -0.077434913400",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,5.03797139,0.1851420337228424,"[5.03797139, 6.75689239, 6.86432164, 7.04733518, 8.26182867]","[0.1851420337228424, 0.24831121534634146, 0.25225916746568045, 0.25898479100964755, 0.3036166035538932]","[4.42618319, 5.00720591, 6.26082884, 6.38783697, 6.73158824]","[0.00073852, 0.1023571, 0.0007645, 0.00286953, 0.23527682]","[""-0.02941128"", ""-0.00625435"", ""0.19429721"", ""-0.32878926"", ""-1.96560755"", ""-0.15142422"", ""0.00758353"", ""0.12252787"", ""0.11957550"", ""-0.09050011"", ""0.02358231"", ""0.31404791"", ""0.80558516"", ""-2.61753984"", ""0.09488227""]",5,QM9_xyz_files/mol_3899.xyz,E_exc_SS/mol_3899.dat,E_exc_ST/mol_3899.dat,osc_stren/mol_3899.dat,trans_dip_mom/mol_3899.dat,5.012565182082121,"[5.012565182082121, 6.898238621804292, 6.978845317387441]",geometry_matched_to_qm9_mol_3899; qm9_source=qm9randdiv60_3830_C2HN3O2; generated=2026-07-15
qm9randdiv60_23_C3HN,candidate,C3HN,23,24,def2-tzvp,0,0,Angstrom,"C  0.015103895800  0.000000000000  1.000000000000
C  1.382331493100  0.000000000000  1.000000000000
C -1.188625246200  0.000000000000  1.000000000000
H -2.251772011500  0.000000000000  1.000000000000
N  2.542961868900  0.000000000000  1.000000000000",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,5.47788666,0.20130862171006267,"[5.47788666, 5.83607739, 5.83608148, 7.9001546, 8.38264919]","[0.20130862171006267, 0.2144718882471657, 0.2144720385518934, 0.2903253266328828, 0.30805667576880336]","[4.02872342, 4.82003637, 4.82005732, 5.47788666, 6.34914127]","[0.0, 0.0, 0.0, 0.0, 1.1e-07]","[""-0.00000018"", ""-0.00000841"", ""-0.00003055"", ""-0.00000729"", ""0.00000170"", ""-0.00003009"", ""0.00003261"", ""-0.00002867"", ""0.00000048"", ""-0.00002710"", ""-0.00008678"", ""-0.00025514"", ""0.00104062"", ""0.00053700"", ""0.00139822""]",5,QM9_xyz_files/mol_24.xyz,E_exc_SS/mol_24.dat,E_exc_ST/mol_24.dat,osc_stren/mol_24.dat,trans_dip_mom/mol_24.dat,6.210013161939425,"[6.210013161939425, 6.4897714624196485, 6.4897714624196485]",geometry_matched_to_qm9_mol_24; qm9_source=qm9randdiv60_23_C3HN; generated=2026-07-15
qm9randdiv60_3775_C2H2N4O,candidate,C2H2N4O,3775,3838,def2-tzvp,0,0,Angstrom,"N -0.223933360200  1.304017913100 -0.294426538000
C -0.821326830800  0.272825350600 -0.095546624500
N -1.605112048100 -0.666279555700  0.047239689300
C -1.405363361600 -1.979045573100 -0.411733077000
O -0.346365029600 -2.463875581100 -0.710575203600
N  2.945307766600 -1.910420692300  0.130255321200
N  2.372470731300 -0.988330544000  0.297665287400
H  0.633649372400  1.560315781100  0.172172285300
H -2.354231109900 -2.536038948500 -0.432120040100",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,4.86371312,0.17873816041684013,"[4.86371312, 5.93613235, 6.2516333, 6.96719271, 7.9029816]","[0.17873816041684013, 0.218148840207478, 0.2297432862657532, 0.2560396095596648, 0.2904292169666734]","[4.30742503, 4.64374051, 5.40798874, 5.87830214, 6.27947654]","[0.00186687, 0.02500821, 0.06619603, 0.01563808, 0.3597541]","[""-0.06857784"", ""0.27214442"", ""-0.14983814"", ""-0.10770894"", ""1.03241095"", ""0.18290720"", ""0.21871924"", ""1.65088399"", ""0.13761599"", ""-0.01510790"", ""0.75351696"", ""-0.15447637"", ""-0.99745871"", ""-3.30233990"", ""-0.32173998""]",5,QM9_xyz_files/mol_3838.xyz,E_exc_SS/mol_3838.dat,E_exc_ST/mol_3838.dat,osc_stren/mol_3838.dat,trans_dip_mom/mol_3838.dat,4.81880425935698,"[4.81880425935698, 6.01351885432812, 6.381087648640138]",geometry_matched_to_qm9_mol_3838; qm9_source=qm9randdiv60_3775_C2H2N4O; generated=2026-07-15
qm9randdiv60_1078_C6H14O,candidate,C6H14O,1078,1106,def2-tzvp,0,0,Angstrom,"C  0.115169419400  1.544124852500 -0.018516929000
C -0.021153074600  0.021496378500  0.058737456500
O  0.713346639500 -0.480960621800  1.176527745700
C -1.479192921500 -0.529505299600  0.039097589900
C -2.214734987600 -0.029535322700 -1.217707774900
C -1.402702317700 -2.067653090100 -0.004919578300
C -2.254789351700 -0.099929982900  1.297997599100
H  1.174939407300  1.811633908400  0.014738153100
H -0.310097091400  1.949229810100 -0.940226243300
H -0.381979819700  2.037985868200  0.824759085900
H  0.491080071200 -0.410506384500 -0.811043403100
H  0.436390426900  0.013211683700  1.955053644600
H -1.638147994600 -0.242229835600 -2.125558608300
H -3.182571092400 -0.532234523100 -1.318229048500
H -2.406683589000  1.047207632000 -1.184744211400
H -0.819966319100 -2.450638528100  0.835838790400
H -2.404462313000 -2.508978136800  0.032966595100
H -0.922602229500 -2.409672045200 -0.929026685600
H -2.356566034500  0.987835704900  1.370966684200
H -3.265862189100 -0.520078929000  1.283859552500
H -1.768473708900 -0.462760988800  2.209826965300",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,7.70872921,0.2832905733031724,"[7.70872921, 8.76889923, 9.14470526, 9.3746171, 9.43859573]","[0.2832905733031724, 0.322251102929123, 0.33606171980114685, 0.3445108240813045, 0.3468619953675315]","[7.33783184, 8.57004267, 8.84332894, 9.17015554, 9.17789773]","[0.01153536, 0.01374057, 0.00565125, 0.02290152, 0.10885185]","[""-0.44803264"", ""-0.44022263"", ""0.00833782"", ""-0.62323244"", ""-0.05369469"", ""0.14800107"", ""-0.35067458"", ""0.01759256"", ""0.19919394"", ""-0.46414816"", ""-0.53721978"", ""0.37437603"", ""-1.20509313"", ""-1.25500249"", ""-0.11770231""]",5,QM9_xyz_files/mol_1106.xyz,E_exc_SS/mol_1106.dat,E_exc_ST/mol_1106.dat,osc_stren/mol_1106.dat,trans_dip_mom/mol_1106.dat,8.056078371043242,"[8.056078371043242, 9.283701666317926, 9.756822144087261]",geometry_matched_to_qm9_mol_1106; qm9_source=qm9randdiv60_1078_C6H14O; generated=2026-07-15
qm9randdiv60_324_C3H2N2O,candidate,C3H2N2O,324,334,def2-tzvp,0,0,Angstrom,"O -0.046205933200  1.439623560000  0.010252728000
C  0.037607546400  0.037589989500  0.001912791000
C  0.691850382100 -0.484241230200 -1.219076332200
N  1.199583060800 -0.855706067600 -2.186881451400
C  0.714961129000 -0.497276367000  1.204520343400
N  1.241019684800 -0.879076824100  2.158415600100
H  0.846647543100  1.807308737200  0.003724511600
H -0.997351682900 -0.324245827700  0.009835399400",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,7.76611506,0.2853994643931462,"[7.76611506, 7.81124081, 8.05538067, 8.34832935, 8.42543122]","[0.2853994643931462, 0.28705780511831425, 0.29602977948937353, 0.3067954449116264, 0.3096288863726019]","[6.03140926, 6.08001834, 6.93073841, 6.96903546, 7.02601994]","[0.00018053, 0.00047561, 0.02103561, 0.00078051, 0.01043036]","[""0.00078415"", ""-0.00016992"", ""0.07829014"", ""0.04278649"", ""-0.11926691"", ""-0.00095277"", ""-0.00787139"", ""0.00494553"", ""-0.82977605"", ""0.00096548"", ""0.00142516"", ""0.15700661"", ""0.20649127"", ""-0.53269634"", ""-0.00665417""]",5,QM9_xyz_files/mol_334.xyz,E_exc_SS/mol_334.dat,E_exc_ST/mol_334.dat,osc_stren/mol_334.dat,trans_dip_mom/mol_334.dat,8.067198908600126,"[8.067198908600126, 8.383876802312278, 8.386387567654216]",geometry_matched_to_qm9_mol_334; qm9_source=qm9randdiv60_324_C3H2N2O; generated=2026-07-15
qm9randdiv60_13062_C6H7NO,candidate,C6H7NO,13062,13358,def2-tzvp,0,0,Angstrom,"C -0.078925087400  1.442145462500 -0.034598690000
C -0.013323109900 -0.008759229600 -0.009875817800
C  0.049027218300 -1.211167765500  0.007670693800
C  0.115533003100 -2.630961501000  0.031049596700
N  1.119803677300 -3.335486091600 -0.315487938000
C  0.726640842000 -4.737194047100 -0.123183047100
C -0.728090915700 -4.673978865400  0.411060537200
O -1.016205509200 -3.260357542600  0.469624786600
H  0.689095080400  1.879716024000  0.612375324700
H  0.082849544700  1.824012110200 -1.048453203100
H -1.054775770700  1.800047212300  0.309638933700
H  0.803441782200 -5.277631692200 -1.072917211600
H  1.412836971400 -5.221808572000  0.579847332200
H -1.458974079100 -5.144959103100 -0.252378254200
H -0.843662757400 -5.088684969100  1.416458307100",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,5.85992846,0.2153483989028298,"[5.85992846, 6.13390209, 6.29174099, 6.96309984, 7.10967214]","[0.2153483989028298, 0.22541674409933352, 0.23121721668728448, 0.25588919936141175, 0.26127563203613846]","[3.86809452, 5.26090405, 5.31676524, 5.60478294, 6.04803298]","[2.798e-05, 0.28442487, 0.00460633, 0.04427961, 0.00093843]","[""0.01274138"", ""0.00443766"", ""0.03282101"", ""-1.24936459"", ""3.24721106"", ""0.34959360"", ""0.13642928"", ""0.02396330"", ""0.41698002"", ""-1.13273029"", ""-0.45705050"", ""0.43003675"", ""0.06825890"", ""0.00524622"", ""0.17355047""]",5,QM9_xyz_files/mol_13358.xyz,E_exc_SS/mol_13358.dat,E_exc_ST/mol_13358.dat,osc_stren/mol_13358.dat,trans_dip_mom/mol_13358.dat,6.142070546360225,"[6.142070546360225, 6.655759750900275, 6.668073471340857]",geometry_matched_to_qm9_mol_13358; qm9_source=qm9randdiv60_13062_C6H7NO; generated=2026-07-15
qm9randdiv60_4771_C4H4O4,candidate,C4H4O4,4771,4901,def2-tzvp,0,0,Angstrom,"O  0.485404680400  0.719344948400 -0.779280103000
C -0.038118298100  0.078552230600  0.365004167700
C -1.420958057800 -0.424775841600  0.116084449700
C -2.158995816400 -0.544452343300 -0.984766059600
O -3.393951733300 -1.068305704600 -0.642056867200
C -3.390950291500 -1.271957494500  0.708941772100
O -4.282858827700 -1.712906946600  1.356242016300
O -2.168533652800 -0.871415894200  1.191590132500
H -0.001474693400  1.540607853400 -0.907383653400
H  0.635508666400 -0.757053418000  0.588550110100
H -0.042759276100  0.726480433200  1.254875259100
H -1.976296099900 -0.333794272800 -2.022213934300",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,6.98435494,0.2566703098791875,"[6.98435494, 7.12321716, 7.32898596, 7.48692174, 7.5249445]","[0.2566703098791875, 0.2617734023399942, 0.26933526626489207, 0.27513929912717544, 0.27653660978442307]","[4.27431147, 5.96588829, 6.73661119, 7.01344147, 7.53420835]","[0.02771525, 0.20387818, 0.01018253, 0.00597046, 0.15397814]","[""0.30819139"", ""0.97170533"", ""0.08491991"", ""-1.98389932"", ""-0.37924660"", ""-1.86220082"", ""-0.05326190"", ""0.17205327"", ""-0.57786696"", ""-0.33990082"", ""-0.17251976"", ""0.25493369"", ""1.69989065"", ""0.84967641"", ""-1.33578072""]",5,QM9_xyz_files/mol_4901.xyz,E_exc_SS/mol_4901.dat,E_exc_ST/mol_4901.dat,osc_stren/mol_4901.dat,trans_dip_mom/mol_4901.dat,7.406652487862532,"[7.406652487862532, 7.564878701076381, 7.969841987766175]",geometry_matched_to_qm9_mol_4901; qm9_source=qm9randdiv60_4771_C4H4O4; generated=2026-07-15
qm9randdiv60_41_C2H6O2,candidate,C2H6O2,41,42,def2-tzvp,0,0,Angstrom,"O -0.014187345200  1.426422416600 -0.054236510700
C -0.003918394000  0.007177143200  0.034960621600
C -1.423170190800 -0.555606001300 -0.012566392600
O -2.112294131600 -0.105638748200 -1.172283127700
H -0.189878821100  1.641547051100 -0.975551480100
H  0.596595041400 -0.433154295200 -0.774090949800
H  0.473111157200 -0.249037331900  0.987472159600
H -1.394948591000 -1.649752792400 -0.062831881300
H -1.964974171900 -0.272169154300  0.901319720100
H -2.359259913000  0.809443962500 -1.006145969200",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,7.40959483,0.27229758759873757,"[7.40959483, 8.11130119, 8.81585114, 9.34876736, 9.40578449]","[0.27229758759873757, 0.29808482069508374, 0.32397655379647533, 0.34356086365788757, 0.3456562045377888]","[7.00378877, 7.62182389, 8.49640536, 8.92111545, 9.01093946]","[0.00119024, 0.02873847, 0.03814859, 0.00053583, 0.11087282]","[""0.06076738"", ""-0.16354149"", ""0.10918184"", ""-0.90637852"", ""-0.33571718"", ""0.00768747"", ""0.31853610"", ""-0.84777472"", ""0.56648624"", ""-0.03514602"", ""0.09758918"", ""-0.06599339"", ""1.40130145"", ""-0.18116382"", ""-1.05448407""]",5,QM9_xyz_files/mol_42.xyz,E_exc_SS/mol_42.dat,E_exc_ST/mol_42.dat,osc_stren/mol_42.dat,trans_dip_mom/mol_42.dat,7.746107248605387,"[7.746107248605387, 8.41145838267744, 9.583123306747208]",geometry_matched_to_qm9_mol_42; qm9_source=qm9randdiv60_41_C2H6O2; generated=2026-07-15
qm9randdiv60_475_C5HN,candidate,C5HN,475,485,def2-tzvp,0,0,Angstrom,"C  0.053544575900 -3.757088749200 -0.017701632500
C  0.036918803000 -2.549068308600 -0.011414222100
C  0.018307057700 -1.195986893700 -0.004499561800
C  0.001910119700  0.018500600300  0.002111150500
C -0.016837075300  1.378030361500  0.009160842800
N -0.032731073400  2.541117714000  0.015756998300
H  0.068923812400 -4.819689514200 -0.022344305300",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,4.28420146,0.1574414997189515,"[4.28420146, 4.5582842, 4.55828937, 6.41403501, 6.79682485]","[0.1574414997189515, 0.1675138546339978, 0.1675140446279934, 0.23571143902842048, 0.2497787061841479]","[3.0523675, 3.74841824, 3.74843838, 4.28420146, 5.09358849]","[1e-08, 6e-08, 5e-08, 3e-08, 1.019e-05]","[""0.00076771"", ""0.00007150"", ""-0.00043255"", ""0.00143042"", ""-0.00052058"", ""0.00099377"", ""-0.00096650"", ""0.00003320"", ""0.00145873"", ""0.00088778"", ""0.00020532"", ""-0.00049800"", ""-0.00033414"", ""-0.01987861"", ""0.00027769""]",5,QM9_xyz_files/mol_485.xyz,E_exc_SS/mol_485.dat,E_exc_ST/mol_485.dat,osc_stren/mol_485.dat,trans_dip_mom/mol_485.dat,4.969469145840441,"[4.969469145840441, 5.1958113571253435, 5.195813544156658]",geometry_matched_to_qm9_mol_485; qm9_source=qm9randdiv60_475_C5HN; generated=2026-07-15
qm9randdiv60_503_C5H4O,candidate,C5H4O,503,513,def2-tzvp,0,0,Angstrom,"O -0.000912910900  1.462036471400  0.009925221400
C  0.000907187500  0.041388216300  0.002362903200
C -1.368132368900 -0.451973985900  0.012780971800
C -2.493596264900 -0.894174939500  0.021118981300
C -3.761728169700 -1.387194203600  0.030577730600
C -4.886007469200 -1.827365359000  0.039049181600
H  0.917775256500  1.750023009200  0.003285203100
H  0.512440361900 -0.356196037900 -0.889840322400
H  0.529300049500 -0.365602735900  0.880382418200
H -5.875942621800 -2.210939585000  0.046518341200",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,5.07115351,0.18636145414119365,"[5.07115351, 5.41566916, 5.44479515, 7.13727103, 7.48149252]","[0.18636145414119365, 0.19902217075759884, 0.20009253114779374, 0.26228987253643893, 0.27493977897223293]","[3.80087311, 4.51104548, 4.53144886, 5.11974709, 6.09882033]","[4.56e-06, 0.00054435, 4.904e-05, 0.00081445, 0.00254156]","[""0.00071128"", ""0.00003251"", ""0.01537847"", ""-0.11401273"", ""0.11620123"", ""0.00193142"", ""0.00145688"", ""-0.00014414"", ""0.04871105"", ""0.00404707"", ""0.00258437"", ""-0.17340121"", ""0.02184302"", ""0.00866612"", ""0.29837831""]",5,QM9_xyz_files/mol_513.xyz,E_exc_SS/mol_513.dat,E_exc_ST/mol_513.dat,osc_stren/mol_513.dat,trans_dip_mom/mol_513.dat,5.552798184411033,"[5.552798184411033, 5.918787318764018, 6.015641443835929]",geometry_matched_to_qm9_mol_513; qm9_source=qm9randdiv60_503_C5H4O; generated=2026-07-15
qm9randdiv60_2674_C4H10O3,candidate,C4H10O3,2674,2731,def2-tzvp,0,0,Angstrom,"O -0.020969336100  1.374393911100 -0.101635080700
C  0.013309737900 -0.037978346100 -0.131187818700
C -1.386022952900 -0.629497979300 -0.075207678800
O -2.079905255000 -0.147429737600 -1.214143008000
C -3.455470402800 -0.490121991900 -1.251872280300
C -3.985362070500 -0.029851684500 -2.600388879000
O -3.309459372900 -0.666056325800 -3.665877225200
H -0.663673956300  1.635204917700 -0.771577869500
H  0.523746038900 -0.411825165600 -1.033635402600
H  0.588522618300 -0.368156961900  0.739842387600
H -1.350168135900 -1.730729114700 -0.076156754400
H -1.895549426200 -0.300407909700  0.843591178300
H -3.574931154100 -1.580240400200 -1.154539731700
H -4.001860383500 -0.006525768800 -0.426285175000
H -5.045916240200 -0.287224131900 -2.687397958500
H -3.898454577100  1.067057070700 -2.663245185900
H -2.369132581500 -0.566424651700 -3.476728417700",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,8.0594749,0.29618023966670476,"[8.0594749, 8.09881986, 8.25493167, 8.95076308, 8.97604057]","[0.29618023966670476, 0.2976261402777331, 0.3033631434788477, 0.328934476144878, 0.32986340676867987]","[7.62697936, 7.64818493, 7.93781436, 8.58565195, 8.62413077]","[0.00433317, 0.01377709, 0.01969479, 0.04472371, 0.00305259]","[""-0.32805556"", ""0.02846933"", ""-0.18260928"", ""-0.30050248"", ""-0.35783489"", ""0.47982866"", ""-0.36070422"", ""0.65379127"", ""0.26755580"", ""-0.24069695"", ""0.95822629"", ""0.58435577"", ""0.09464708"", ""0.22703744"", ""-0.17080695""]",5,QM9_xyz_files/mol_2731.xyz,E_exc_SS/mol_2731.dat,E_exc_ST/mol_2731.dat,osc_stren/mol_2731.dat,trans_dip_mom/mol_2731.dat,8.53391967369494,"[8.53391967369494, 8.564415478312739, 8.708207970064253]",geometry_matched_to_qm9_mol_2731; qm9_source=qm9randdiv60_2674_C4H10O3; generated=2026-07-15
qm9randdiv60_8837_C4H4N2O2,candidate,C4H4N2O2,8837,9109,def2-tzvp,0,0,Angstrom,"C  0.091176149400  1.364783186200 -0.093632457100
N -0.024087467300 -0.069360335900 -0.276529995900
C -1.111022622400 -0.606996273700  0.020334932800
O -1.213161086800 -1.983462920400 -0.158197929900
C -2.381996041800 -2.573053341700  0.160267350700
O -3.369351895100 -2.047150651300  0.588312634000
C -2.286303909700 -4.012024754000 -0.097016089900
N -2.270715443300 -5.152116326900 -0.279264150700
H  0.922018008400  1.567934800900  0.589494679100
H  0.346649431600  1.823696528600 -1.054051371900
H -0.818127831700  1.842543137200  0.299142421100
H -2.019940811300 -0.146928638800  0.410185027800",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,5.32918997,0.19584411914279914,"[5.32918997, 5.80807278, 6.74304043, 6.74735888, 7.39076209]","[0.19584411914279914, 0.21344273781187212, 0.24780216520553716, 0.24796086531588662, 0.2716054971690272]","[4.65738594, 4.704435, 5.0318227, 5.11305308, 5.76497482]","[0.00017202, 0.00059525, 0.37348328, 0.00019364, 0.07970125]","[""0.03052116"", ""-0.01359180"", ""0.08599652"", ""-0.05427710"", ""0.02479651"", ""-0.15318209"", ""2.64238278"", ""2.71502061"", ""-0.50217912"", ""-0.04389309"", ""-0.06226749"", ""0.04199995"", ""0.54850690"", ""-1.53346567"", ""-0.43740007""]",5,QM9_xyz_files/mol_9109.xyz,E_exc_SS/mol_9109.dat,E_exc_ST/mol_9109.dat,osc_stren/mol_9109.dat,trans_dip_mom/mol_9109.dat,5.411009101624532,"[5.411009101624532, 5.8936470558048395, 7.126363765427677]",geometry_matched_to_qm9_mol_9109; qm9_source=qm9randdiv60_8837_C4H4N2O2; generated=2026-07-15
qm9randdiv60_180_CF4,candidate,CF4,180,184,def2-tzvp,0,0,Angstrom,"F  0.001092182100  0.073545105100  0.002499628800
C -0.016888755400  1.394768434900  0.009692655000
F  1.222771373100  1.852213416900  0.000313891200
F -0.655970153600  1.832502745600 -1.060912584300
F -0.635402616100  1.820857587600  1.096906309300",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,13.51712199,0.49674507089814074,"[13.51712199, 13.5171854, 13.51720907, 14.59728641, 14.59734763]","[0.49674507089814074, 0.4967474011726599, 0.4967482710291158, 0.5364403811714002, 0.5364426309649039]","[13.15822349, 13.15856608, 13.1589348, 13.97333744, 13.97339295]","[5e-08, 3e-08, 2e-08, 0.19519157, 0.19535832]","[""-0.00030656"", ""0.00084211"", ""0.00048936"", ""-0.00023928"", ""-0.00002288"", ""-0.00067463"", ""0.00028897"", ""0.00000915"", ""-0.00046611"", ""1.64463645"", ""0.71215858"", ""0.56045820"", ""-0.90408764"", ""1.21072846"", ""1.11618626""]",5,QM9_xyz_files/mol_184.xyz,E_exc_SS/mol_184.dat,E_exc_ST/mol_184.dat,osc_stren/mol_184.dat,trans_dip_mom/mol_184.dat,15.936475494982469,"[15.936475494982469, 15.936923505615626, 15.937581031453904]",geometry_matched_to_qm9_mol_184; qm9_source=qm9randdiv60_180_CF4; generated=2026-07-15
qm9randdiv60_114_C4H6O,candidate,C4H6O,114,118,def2-tzvp,0,0,Angstrom,"C -0.013250563800  1.454208937300 -0.009391269100
C -0.018841964600 -0.000544704600  0.027308287000
C -0.030975014000 -1.203357880600  0.054533586300
C -0.022405705500 -2.659470381600  0.097152143300
O -1.257122430400 -3.162734374000 -0.402576104500
H  0.795652663500  1.835901338000 -0.642039224300
H -0.957115047300  1.837873408400 -0.412014777700
H  0.116542012600  1.879736891800  0.991776301400
H  0.827310911400 -3.033558306300 -0.497626459600
H  0.148637589200 -2.989763608400  1.135117745700
H -1.212313961100 -4.123342030000 -0.358183138600",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,6.70654804,0.24646109460846755,"[6.70654804, 7.31127814, 7.3433084, 7.53044093, 7.64408907]","[0.24646109460846755, 0.26868451588268355, 0.26986160622679356, 0.276738599861309, 0.28091509197283293]","[5.46881547, 6.13885837, 6.32625947, 6.91384176, 7.16780195]","[0.00054342, 0.00750908, 0.01605095, 8.51e-05, 6.653e-05]","[""0.05600976"", ""-0.00368271"", ""-0.13496846"", ""0.19876883"", ""-0.01261462"", ""-0.48079539"", ""0.33421424"", ""0.67107193"", ""0.11980378"", ""-0.02151221"", ""0.00338978"", ""0.05005610"", ""0.01588308"", ""-0.00103007"", ""-0.04518575""]",5,QM9_xyz_files/mol_118.xyz,E_exc_SS/mol_118.dat,E_exc_ST/mol_118.dat,osc_stren/mol_118.dat,trans_dip_mom/mol_118.dat,7.148994073484623,"[7.148994073484623, 7.762029615256433, 7.765122079030084]",geometry_matched_to_qm9_mol_118; qm9_source=qm9randdiv60_114_C4H6O; generated=2026-07-15
